"","data.instansi","name","Agregat","Internal","Eksternal","Eksper"
"10062","PEMERINTAH KABUPATEN MURUNG RAYA","BADAN PENANGGULANGAN BENCANA DAERAH",NA,61.87,NA,70.98
"10063","PEMERINTAH KABUPATEN MURUNG RAYA","BADAN PENDAPATAN DAERAH",72.75,65.83,93.34,70.98
"10064","PEMERINTAH KABUPATEN MURUNG RAYA","BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH",69.14,73.24,75.42,70.98
"10065","PEMERINTAH KABUPATEN MURUNG RAYA","BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN",NA,74.73,NA,70.98
"10066","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS KEPEMUDAAN, OLAH RAGA DAN PARIWISATA",NA,63,NA,70.98
"10067","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",74.6,81.03,84.85,70.98
"10068","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS KESEHATAN",72.87,72.4,87.58,70.98
"10069","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS KETAHANAN PANGAN",NA,63.55,NA,70.98
"10070","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS KOMUNIKASI, INFORMATIKA, STASTISTIK DAN PERSANDIAN",NA,80.88,NA,70.98
"10071","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERINDUSTRIAN DAN PERDAGANGAN",NA,66.47,NA,70.98
"10072","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS LINGKUNGAN HIDUP",NA,73.44,NA,70.98
"10073","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,69.84,NA,70.98
"10074","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",70.91,69.9,83.92,70.98
"10075","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK SERTA PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,71.83,NA,70.98
"10076","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",69.66,67.03,82.78,70.98
"10077","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,71.63,NA,70.98
"10078","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PERHUBUNGAN",NA,70.84,NA,70.98
"10079","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PERPUSTAKAAN DAN KEARSIPAN",70.47,69.08,83.34,70.98
"10080","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PERTANIAN DAN PERIKANAN",72.86,72.44,87.52,70.98
"10081","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS PERUMAHAN RAKYAT DAN PERMUKIMAN SERTA PERTANAHAN",67.62,61.36,81.84,70.98
"10082","PEMERINTAH KABUPATEN MURUNG RAYA","DINAS SOSIAL",69,67.23,80.58,70.98
"10083","PEMERINTAH KABUPATEN MURUNG RAYA","KECAMATAN",NA,67.74,NA,70.98
"10084","PEMERINTAH KABUPATEN MURUNG RAYA","SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN",NA,68.01,NA,70.98
"10085","PEMERINTAH KABUPATEN MURUNG RAYA","SEKRETARIAT DAERAH",NA,68.28,NA,70.98
"10086","PEMERINTAH KABUPATEN MURUNG RAYA","SEKRETARIAT DPRD",NA,66.8,NA,70.98
"10087","PEMERINTAH KOTA PALANGKA RAYA","SEKRETARIAT DPRD",NA,67.66,NA,66.33
"10088","PEMERINTAH KOTA PALANGKA RAYA","DINAS LINGKUNGAN HIDUP",NA,71.75,NA,66.33
"10089","PEMERINTAH KOTA PALANGKA RAYA","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,76.26,NA,66.33
"10090","PEMERINTAH KOTA PALANGKA RAYA","BADAN KESATUAN BANGSA DAN POLITIK",NA,75.88,NA,66.33
"10091","PEMERINTAH KOTA PALANGKA RAYA","BADAN PENANGGULANGAN BENCANA DAERAH",NA,63.77,NA,66.33
"10092","PEMERINTAH KOTA PALANGKA RAYA","BADAN PENGELOLA KEUANGAN DAN ASET DAERAH",NA,66.41,NA,66.33
"10093","PEMERINTAH KOTA PALANGKA RAYA","BADAN PENGELOLA PAJAK DAN RETRIBUSI DAERAH",74.31,73.05,91.4,66.33
"10094","PEMERINTAH KOTA PALANGKA RAYA","BADAN PERENCANAAN PEMBANGUNAN DAERAH, PENELITIAN DAN PENGEMBANGAN",NA,71.55,NA,66.33
"10095","PEMERINTAH KOTA PALANGKA RAYA","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",71.99,72.72,84.61,66.33
"10096","PEMERINTAH KOTA PALANGKA RAYA","DINAS KESEHATAN",75.16,67,99.6,66.33
"10097","PEMERINTAH KOTA PALANGKA RAYA","DINAS PARIWISATA, KEBUDAYAAN, KEPEMUDAAN DAN OLAH RAGA",NA,65.8,NA,66.33
"10098","PEMERINTAH KOTA PALANGKA RAYA","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,73,NA,66.33
"10099","PEMERINTAH KOTA PALANGKA RAYA","DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,77.59,NA,66.33
"10100","PEMERINTAH KOTA PALANGKA RAYA","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",74,77.22,86.57,66.33
"10101","PEMERINTAH KOTA PALANGKA RAYA","DINAS PENDIDIKAN",73.53,71.1,90.83,66.33
"10102","PEMERINTAH KOTA PALANGKA RAYA","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK DAN PEMBERDAYAAN MASYARAKAT",NA,74.82,NA,66.33
"10103","PEMERINTAH KOTA PALANGKA RAYA","DINAS PERDAGANGAN, KOPERASI, USAHA KECIL, MENENGAH DAN PERINDUSTRIAN",69.63,66.25,83.44,66.33
"10104","PEMERINTAH KOTA PALANGKA RAYA","DINAS PERHUBUNGAN",70.78,70.55,82.96,66.33
"10105","PEMERINTAH KOTA PALANGKA RAYA","DINAS PERIKANAN",72.73,73.65,86.01,66.33
"10106","PEMERINTAH KOTA PALANGKA RAYA","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,73.3,NA,66.33
"10107","PEMERINTAH KOTA PALANGKA RAYA","DINAS PERTANIAN DAN KETAHANAN PANGAN",NA,63.05,NA,66.33
"10108","PEMERINTAH KOTA PALANGKA RAYA","DINAS PERUMAHAN RAKYAT, KAWASAN PERMUKIMAN DAN PERTANAHAN",NA,68.24,NA,66.33
"10109","PEMERINTAH KOTA PALANGKA RAYA","DINAS SOSIAL",NA,64.59,NA,66.33
"10110","PEMERINTAH KOTA PALANGKA RAYA","DINAS TENAGA KERJA",NA,79.85,NA,66.33
"10111","PEMERINTAH KOTA PALANGKA RAYA","KECAMATAN",NA,72.76,NA,66.33
"10112","PEMERINTAH KOTA PALANGKA RAYA","SATUAN POLISI PAMONG PRAJA",NA,69.51,NA,66.33
"10113","PEMERINTAH KOTA PALANGKA RAYA","SEKRETARIAT DAERAH",72.94,72.32,87.9,66.33
"10114","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN PENGHUBUNG",NA,70.2,NA,53.3
"10115","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN KEPEGAWAIAN DAERAH",66.53,73.34,91.41,53.3
"10116","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN KESATUAN BANGSA DAN POLITIK",59.51,59.89,82.51,53.3
"10117","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN PENANGGULANGAN BENCANA DAERAH",NA,69.13,NA,53.3
"10118","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN PENDAPATAN DAERAH",65.95,68.95,93.7,53.3
"10119","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH",NA,69.55,NA,53.3
"10120","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,68.99,NA,53.3
"10121","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,68.48,NA,53.3
"10122","PEMERINTAH PROVINSI KALIMANTAN SELATAN","BADAN RISET DAN INOVASI DAERAH",NA,71.43,NA,53.3
"10123","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS DUKCAPIL DAN KB",67.08,66.33,99.6,53.3
"10124","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS ENERGI DAN SUMBER DAYA MINERAL",66.96,80.72,85.87,53.3
"10125","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS KEHUTANAN",64.71,71.12,87.91,53.3
"10126","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS KELAUTAN DAN PERIKANAN",65.3,75.31,85.83,53.3
"10127","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS KESEHATAN",66.43,67.35,96.66,53.3
"10128","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS KOMUNIKASI DAN INFORMATIKA",62.48,62.72,88.92,53.3
"10129","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS KOPERASI DAN UKM",NA,62.29,NA,53.3
"10130","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS LINGKUNGAN HIDUP",58.51,76.65,63.87,53.3
"10131","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PARIWISATA",NA,71.82,NA,53.3
"10132","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",63.23,67.86,86.42,53.3
"10133","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",66.37,74.39,89.95,53.3
"10134","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,72.18,NA,53.3
"10135","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PEMUDA DAN OLAHRAGA",NA,67.05,NA,53.3
"10136","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PENANAMAN MODAL DAN PTSP",64.72,74.54,84.77,53.3
"10137","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,57.94,NA,53.3
"10138","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERDAGANGAN",68.09,74.94,94.68,53.3
"10139","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERHUBUNGAN",NA,60.84,NA,53.3
"10140","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERINDUSTRIAN",65.97,74.07,89.02,53.3
"10141","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERKEBUNAN DAN PETERNAKAN",63.46,63.98,90.73,53.3
"10142","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERPUSTAKAAN DAN KEARSIPAN",66.23,72.91,90.88,53.3
"10143","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERTANIAN DAN KETAHANAN PANGAN",64.8,67.12,91.91,53.3
"10144","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS PERUMAHAN DAN KAWASAN PEMUKIMAN",NA,70.92,NA,53.3
"10145","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS SOSIAL",61.27,63.47,84.51,53.3
"10146","PEMERINTAH PROVINSI KALIMANTAN SELATAN","DINAS TENAGA KERJA DAN TRANSMIGRASI",61.39,69.48,79.3,53.3
"10147","PEMERINTAH PROVINSI KALIMANTAN SELATAN","SATPOL PP DAN PEMADAM KEBAKARAN",NA,67.36,NA,53.3
"10148","PEMERINTAH PROVINSI KALIMANTAN SELATAN","SEKRETARIAT DAERAH",64.72,72.78,86.4,53.3
"10149","PEMERINTAH PROVINSI KALIMANTAN SELATAN","SEKRETARIAT DPRD",61.56,64.77,84.22,53.3
"10150","PEMERINTAH PROVINSI KALIMANTAN SELATAN","KECAMATAN",64.56,70.89,87.66,53.3
"10151","PEMERINTAH KABUPATEN TANAH LAUT","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",81.75,84.92,91.99,81.72
"10152","PEMERINTAH KABUPATEN TANAH LAUT","BADAN KESATUAN BANGSA DAN POLITIK",80.14,77.79,93.71,81.72
"10153","PEMERINTAH KABUPATEN TANAH LAUT","BADAN PENANGGULANGAN BENCANA DAERAH",77.75,77.38,86.8,81.72
"10154","PEMERINTAH KABUPATEN TANAH LAUT","BADAN PENDAPATAN DAERAH",80.52,81.5,91.4,81.72
"10155","PEMERINTAH KABUPATEN TANAH LAUT","BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH",79.53,78.86,90.86,81.72
"10156","PEMERINTAH KABUPATEN TANAH LAUT","BADAN PERENCANAAN PEMBANGUNAN DEARAH",80.73,80.01,93.44,81.72
"10157","PEMERINTAH KABUPATEN TANAH LAUT","DINAS KEPEMUDAAN DAN OLAHRAGA",79.37,79.57,89.69,81.72
"10158","PEMERINTAH KABUPATEN TANAH LAUT","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",77.69,76.14,87.77,81.72
"10159","PEMERINTAH KABUPATEN TANAH LAUT","DINAS KESEHATAN",78.57,77.66,89.02,81.72
"10160","PEMERINTAH KABUPATEN TANAH LAUT","DINAS KETAHANAN PANGAN DAN PERIKANAN",NA,75.91,NA,81.72
"10161","PEMERINTAH KABUPATEN TANAH LAUT","DINAS KOMUNIKASI DAN INFORMATIKA",NA,79.83,NA,81.72
"10162","PEMERINTAH KABUPATEN TANAH LAUT","DINAS KOPERASI, USAHA KECIL DAN PERDAGANGAN",78.31,78.92,87.06,81.72
"10163","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PARIWISATA",75.24,73.72,82.55,81.72
"10164","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PEKERJAAN UMUM, PENATAAN RUANG DAN PERTANAHAN",76.37,70.44,89.02,81.72
"10165","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",78.05,73.27,91.51,81.72
"10166","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",79.59,79.94,90.02,81.72
"10167","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PENDIDIKAN DAN KEBUDAYAAN",80.33,79.95,92.26,81.72
"10168","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",76.7,77.82,83.18,81.72
"10169","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PERHUBUNGAN",NA,76.16,NA,81.72
"10170","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PERPUSTAKAAN DAN KEARSIPAN",81.68,81.97,94.51,81.72
"10171","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PERUMAHAN RAKYAT, KAWASAN PERMUKIMAN DAN LINGKUNGAN HIDUP",77.67,77.69,86.26,81.72
"10172","PEMERINTAH KABUPATEN TANAH LAUT","DINAS PETERNAKAN DAN KESEHATAN HEWAN",76.58,68.27,91.67,81.72
"10173","PEMERINTAH KABUPATEN TANAH LAUT","DINAS SOSIAL",77.13,80.62,81.88,81.72
"10174","PEMERINTAH KABUPATEN TANAH LAUT","DINAS TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN",NA,82.28,NA,81.72
"10175","PEMERINTAH KABUPATEN TANAH LAUT","DINAS TENAGA KERJA DAN PERINDUSTRIAN",78.72,84.51,83.12,81.72
"10176","PEMERINTAH KABUPATEN TANAH LAUT","KECAMATAN",76.35,74.22,85.46,81.72
"10177","PEMERINTAH KABUPATEN TANAH LAUT","SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN",NA,75.93,NA,81.72
"10178","PEMERINTAH KABUPATEN TANAH LAUT","SEKRETARIAT DAERAH",77.38,74.87,88.01,81.72
"10179","PEMERINTAH KABUPATEN TANAH LAUT","SEKRETARIAT DPRD",NA,70.86,NA,81.72
"10180","PEMERINTAH KABUPATEN KOTABARU","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,76.5,NA,69.84
"10181","PEMERINTAH KABUPATEN KOTABARU","BADAN KESATUAN BANGSA DAN POLITIK",NA,72.28,NA,69.84
"10182","PEMERINTAH KABUPATEN KOTABARU","BADAN PENANGGULANGAN BENCANA DAERAH",NA,76.3,NA,69.84
"10183","PEMERINTAH KABUPATEN KOTABARU","BADAN PENDAPATAN DAERAH",74.27,72.01,88.74,69.84
"10184","PEMERINTAH KABUPATEN KOTABARU","BADAN PENGELOLA KEUANGAN DAN ASET DAERAH",NA,72.92,NA,69.84
"10185","PEMERINTAH KABUPATEN KOTABARU","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,77.64,NA,69.84
"10186","PEMERINTAH KABUPATEN KOTABARU","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",67.66,58.89,80.75,69.84
"10187","PEMERINTAH KABUPATEN KOTABARU","DINAS KESEHATAN",NA,75.81,NA,69.84
"10188","PEMERINTAH KABUPATEN KOTABARU","DINAS KETAHANAN PANGAN DAN PERTANIAN",NA,75.39,NA,69.84
"10189","PEMERINTAH KABUPATEN KOTABARU","DINAS KETENAGAKERJAAN DAN TRANSMIGASI",NA,73.02,NA,69.84
"10190","PEMERINTAH KABUPATEN KOTABARU","DINAS KOMUNIKASI DAN INFORMATIKA",NA,74.17,NA,69.84
"10191","PEMERINTAH KABUPATEN KOTABARU","DINAS KOPERASI, PERINDUSTRIAN DAN PERDAGANGAN",NA,70.49,NA,69.84
"10192","PEMERINTAH KABUPATEN KOTABARU","DINAS LINGKUNGAN HIDUP",NA,76.85,NA,69.84
"10193","PEMERINTAH KABUPATEN KOTABARU","DINAS PARIWISATA, PEMUDA DAN OLAHRAGA",NA,70.32,NA,69.84
"10194","PEMERINTAH KABUPATEN KOTABARU","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,70.74,NA,69.84
"10195","PEMERINTAH KABUPATEN KOTABARU","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,77.55,NA,69.84
"10196","PEMERINTAH KABUPATEN KOTABARU","DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK DAN KB",NA,73.52,NA,69.84
"10197","PEMERINTAH KABUPATEN KOTABARU","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",75.78,77.91,87.85,69.84
"10198","PEMERINTAH KABUPATEN KOTABARU","DINAS PENDIDIKAN DAN KEBUDAYAAN",77.59,79.73,91.67,69.84
"10199","PEMERINTAH KABUPATEN KOTABARU","DINAS PERHUBUNGAN",NA,76.08,NA,69.84
"10200","PEMERINTAH KABUPATEN KOTABARU","DINAS PERIKANAN",NA,66.49,NA,69.84
"10201","PEMERINTAH KABUPATEN KOTABARU","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,71.7,NA,69.84
"10202","PEMERINTAH KABUPATEN KOTABARU","DINAS PERUMAHAN RAKYAT, PERMUKIMAN DAN PERTANAHAN",NA,61.59,NA,69.84
"10203","PEMERINTAH KABUPATEN KOTABARU","DINAS SOSIAL",NA,72.65,NA,69.84
"10204","PEMERINTAH KABUPATEN KOTABARU","KECAMATAN",74.79,72.08,90.25,69.84
"10205","PEMERINTAH KABUPATEN KOTABARU","SEKRETARIAT DAERAH",NA,59.13,NA,69.84
"10206","PEMERINTAH KABUPATEN KOTABARU","SEKRETARIAT DPRD",NA,69.27,NA,69.84
"10207","PEMERINTAH KABUPATEN BANJAR","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",77.67,73.93,91.65,79.27
"10208","PEMERINTAH KABUPATEN BANJAR","BADAN KESATUAN BANGSA DAN POLITIK",NA,76.42,NA,79.27
"10209","PEMERINTAH KABUPATEN BANJAR","BADAN PENANGGULANGAN BENCANA DAERAH",76.3,71.08,90.1,79.27
"10210","PEMERINTAH KABUPATEN BANJAR","BADAN PENGELOLAAN KEUANGAN, PENDAPATAN DAN ASET DAERAH",74.91,76.98,80.4,79.27
"10211","PEMERINTAH KABUPATEN BANJAR","BADAN PERENCANAAN PEMBANGUNAN DAERAH , PENELITIAN DAN PENGEMBANGAN",NA,83.6,NA,79.27
"10212","PEMERINTAH KABUPATEN BANJAR","DINAS KEBUDAYAAN, KEPEMUDAAN, OLAH RAGA DAN PARIWISATA",NA,72.57,NA,79.27
"10213","PEMERINTAH KABUPATEN BANJAR","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",76.88,76.82,86.54,79.27
"10214","PEMERINTAH KABUPATEN BANJAR","DINAS KESEHATAN",NA,74.23,NA,79.27
"10215","PEMERINTAH KABUPATEN BANJAR","DINAS KETAHANAN PANGAN DAN PERIKANAN",77.76,76.01,89.96,79.27
"10216","PEMERINTAH KABUPATEN BANJAR","DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN",NA,72.69,NA,79.27
"10217","PEMERINTAH KABUPATEN BANJAR","DINAS KOPERASI, USAHA MIKRO, PERINDUSTRIAN DAN PERDAGANGAN",NA,68.98,NA,79.27
"10218","PEMERINTAH KABUPATEN BANJAR","DINAS PEKERJAAN UMUM , PENATAAN RUANG DAN PERTANAHAN",75.46,72.1,86.61,79.27
"10219","PEMERINTAH KABUPATEN BANJAR","DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN",73.91,71.31,82.6,79.27
"10220","PEMERINTAH KABUPATEN BANJAR","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,72.79,NA,79.27
"10221","PEMERINTAH KABUPATEN BANJAR","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",78.26,77.6,90.01,79.27
"10222","PEMERINTAH KABUPATEN BANJAR","DINAS PENDIDIKAN",76.33,74.7,86.82,79.27
"10223","PEMERINTAH KABUPATEN BANJAR","DINAS PERHUBUNGAN",NA,75.33,NA,79.27
"10224","PEMERINTAH KABUPATEN BANJAR","DINAS PERPUSTAKAAN DAN KEARSIPAN",NA,79.97,NA,79.27
"10225","PEMERINTAH KABUPATEN BANJAR","DINAS PERTANIAN",77.36,77.85,87.04,79.27
"10226","PEMERINTAH KABUPATEN BANJAR","DINAS PERUMAHAN RAKYAT , KAWASAN PERMUKIMAN DAN LINGKUNGAN HIDUP",NA,69.93,NA,79.27
"10227","PEMERINTAH KABUPATEN BANJAR","DINAS SOSIAL, PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,70.68,NA,79.27
"10228","PEMERINTAH KABUPATEN BANJAR","DINAS TENAGA KERJA DAN TRANSMIGRASI",76.15,76.76,84.38,79.27
"10229","PEMERINTAH KABUPATEN BANJAR","KECAMATAN",78.44,76.08,91.97,79.27
"10230","PEMERINTAH KABUPATEN BANJAR","SEKRETARIAT DAERAH",75.72,70.35,89.01,79.27
"10231","PEMERINTAH KABUPATEN BANJAR","SEKRETARIAT DPRD",NA,60.59,NA,79.27
"10232","PEMERINTAH KABUPATEN BARITO KUALA","BADAN KEPEGAWAIAN, PENDIDIKAN DAN PELATIHAN DAERAH",NA,76.05,NA,72.99
"10233","PEMERINTAH KABUPATEN BARITO KUALA","BADAN KESATUAN BANGSA DAN POLITIK",NA,75.77,NA,72.99
"10234","PEMERINTAH KABUPATEN BARITO KUALA","BADAN PENANGGULANGAN BENCANA DAERAH",NA,77.36,NA,72.99
"10235","PEMERINTAH KABUPATEN BARITO KUALA","BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH",NA,77.47,NA,72.99
"10236","PEMERINTAH KABUPATEN BARITO KUALA","BADAN PENGELOLAAN PAJAK DAN RETRIBUSI DAERAH",NA,75.88,NA,72.99
"10237","PEMERINTAH KABUPATEN BARITO KUALA","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN",NA,76.91,NA,72.99
"10238","PEMERINTAH KABUPATEN BARITO KUALA","DINAS KEPEMUDAAN, OLAHRAGA DAN PARIWISATA",NA,79.38,NA,72.99
"10239","PEMERINTAH KABUPATEN BARITO KUALA","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",69.44,77.32,75.48,72.99
"10240","PEMERINTAH KABUPATEN BARITO KUALA","DINAS KESEHATAN",73.14,78.29,85.85,72.99
"10241","PEMERINTAH KABUPATEN BARITO KUALA","DINAS KETAHANAN PANGAN DAN PERIKANAN",67.16,74.01,71.6,72.99
"10242","PEMERINTAH KABUPATEN BARITO KUALA","DINAS KOMUNIKASI DAN INFORMATIKA",NA,66.15,NA,72.99
"10243","PEMERINTAH KABUPATEN BARITO KUALA","DINAS KOPERASI, PERINDUSTRIAN DAN PERDAGANGAN",NA,76.98,NA,72.99
"10244","PEMERINTAH KABUPATEN BARITO KUALA","DINAS LINGKUNGAN HIDUP",NA,75.9,NA,72.99
"10245","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,75.72,NA,72.99
"10246","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,79.15,NA,72.99
"10247","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",73.29,74.77,89.59,72.99
"10248","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PENDIDIKAN",NA,71.9,NA,72.99
"10249","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,75.95,NA,72.99
"10250","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PERHUBUNGAN",NA,74.22,NA,72.99
"10251","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PERKEBUNAN DAN PETERNAKAN",NA,73.96,NA,72.99
"10252","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PERPUSTAKAAN DAN KERASIPAN",NA,89.87,NA,72.99
"10253","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PERTANIAN, TANAMAN PANGAN DAN HORTIKULTURA",NA,76.44,NA,72.99
"10254","PEMERINTAH KABUPATEN BARITO KUALA","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN",NA,71.83,NA,72.99
"10255","PEMERINTAH KABUPATEN BARITO KUALA","DINAS SOSIAL",NA,77.78,NA,72.99
"10256","PEMERINTAH KABUPATEN BARITO KUALA","DINAS TENAGA KERJA DAN TRANSMIGRASI",NA,79.84,NA,72.99
"10257","PEMERINTAH KABUPATEN BARITO KUALA","KECAMATAN",NA,70.64,NA,72.99
"10258","PEMERINTAH KABUPATEN BARITO KUALA","SATUAN POLISI PAMONG PRAJA",NA,70.3,NA,72.99
"10259","PEMERINTAH KABUPATEN BARITO KUALA","SEKRETARIAT DAERAH",NA,68.7,NA,72.99
"10260","PEMERINTAH KABUPATEN BARITO KUALA","SEKRETARIAT DPRD",NA,82.41,NA,72.99
